jump_percentage,bids_in_last_minute,is_self_outbidding,is_fraud
5.982235705001772,3,0,0
6.325791455093714,2,0,0
8.415441387668405,2,0,0
9.171119897351725,2,0,0
5.788737937252112,1,0,0
5.424876208479438,3,0,0
3.3553569085637296,3,0,0
3.4646084241941963,3,0,0
1.0086741834804116,3,0,0
8.235881723473371,2,1,1
1.682739533545504,3,0,0
7.765693108578457,1,0,0
2.4625965656396263,1,0,0
8.95592183424618,1,0,0
8.124208882248507,3,0,0
5.573088514418298,2,0,0
5.987857117215104,3,0,0
5.8122658598085595,1,0,0
8.597070160367394,2,0,0
0.5694496422219373,1,0,0
9.975441859865539,2,0,0
9.008619454106432,2,0,0
2.8217985785605606,18,0,1
6.779851810239933,3,0,0
4.604405778501525,3,1,0
1.4358931979510714,3,0,0
7.430384885140786,1,0,0
9.686928012091453,1,0,0
9.449553085141657,1,0,0
7.411848836605906,3,0,0
1.5892462169836115,2,0,0
1.521833221819124,3,0,0
2.402679169742446,2,0,0
2.9027312292567093,1,0,0
9.87470147708818,2,0,0
5.82110183858881,1,0,0
1.726318853853387,1,0,0
5.8219893260389775,1,0,0
3.8621528344891374,1,0,0
0.8742065474520233,2,0,0
0.5765537445075841,3,0,0
4.62089360686796,1,0,0
1.5966195798433374,1,0,0
0.7485042520724885,2,0,0
1.8413911036032569,3,0,0
9.743285113992897,3,0,0
1.0125010299430661,3,0,0
6.372277287407739,3,0,0
0.6178383446344905,1,0,0
4.461391731193297,1,0,0
136.06003467973773,1,0,1
6.679591824949531,1,0,0
9.811332739451734,1,0,0
9.171607603874687,1,0,0
0.8300295007254241,3,0,0
5.236407561153775,3,0,0
9.045248894759084,2,0,0
1.4912928265928258,3,0,0
3.3131127408131347,3,0,0
2.093571858326226,2,0,0
0.6252103586197875,3,0,0
8.95434503095593,1,0,0
3.030751707899212,3,0,0
0.8904434958536723,1,0,0
6.09639942025752,2,0,0
0.9117179663735574,1,1,0
6.150678999908969,1,0,0
7.213596613253889,1,0,0
4.1599536610094745,2,0,0
6.302422882740499,2,0,0
8.59885104474745,2,0,0
4.757623046702526,1,0,0
8.382367230055433,2,0,0
1.3005114784805853,3,0,0
4.411763227150585,2,0,0
4.678628577281431,3,0,0
8.009843045611408,1,0,0
4.476749263883193,3,0,0
7.506612781709598,2,0,0
1.6419686766454742,2,0,0
5.993661339463653,2,0,0
7.742431530218141,3,0,0
7.715876668844157,4,1,1
9.968491140379458,1,0,0
4.321916893132533,2,0,0
2.976432704927622,2,0,0
9.264735692392598,1,0,0
2.9175726503734722,2,0,0
3.8200041355599423,2,0,0
2.944015468149943,2,0,0
5.219752765129855,1,0,0
6.623193180945311,2,0,0
1.2874675560868651,1,0,0
9.694102344058573,3,0,0
1.7672675949376884,1,0,0
2.532636442987556,3,0,0
6.688862264302667,2,0,0
1.2164156719314885,3,0,0
6.903069886395756,2,0,0
7.775138836293434,2,1,0
2.4170520083983407,3,0,0
8.324230715546232,3,0,0
3.955967490191042,1,0,0
3.253436892606583,2,0,0
2.0969257537827932,1,0,0
2.76348948598031,11,0,1
1.5216894885698626,2,0,0
5.194194540842071,1,0,0
3.900230001089176,15,0,1
3.6539837952587693,3,0,0
7.6737693657293615,3,0,0
7.157207340677301,1,0,0
3.7054579316096516,1,0,0
5.377243087480899,1,0,0
4.7020818319789965,1,0,0
6.792532669171158,1,0,0
2.2709881461127583,1,0,0
5.179871892932261,1,0,0
0.9829049360741713,1,0,0
9.921899344179584,1,0,0
6.908774602704054,1,0,0
5.904753355524805,1,0,0
1.2458437503092936,1,0,0
5.5094535086027365,1,0,0
9.829858016480737,3,0,0
9.351605595100596,1,1,1
4.378910256214786,2,0,0
66.50158395291697,1,0,1
9.03356167152152,2,0,0
9.531115956973782,1,0,0
8.48601012578169,3,0,0
8.5368943351787,3,0,0
160.04612015423393,2,0,1
3.6047912559019877,3,0,0
3.977268524591895,3,0,0
1.827077539727917,3,0,0
2.066993277202788,2,0,0
7.534924464483268,2,0,0
2.7404424930487754,3,0,0
5.868765244097485,1,0,0
5.065572484603156,1,0,0
5.686944286518263,1,0,0
1.5763832949109098,2,0,0
8.11959431345263,2,0,0
9.618351921721326,3,0,0
7.687723733791619,3,0,0
1.8703348554718238,18,0,1
1.0708089936159486,3,0,0
4.475662260709999,2,0,0
4.545262891861165,3,0,0
7.063108291228227,2,0,0
2.640943040543076,3,0,0
5.488334531983803,3,0,0
2.611765011380769,2,0,0
2.4507288537210368,3,0,0
5.594931080165397,1,0,0
5.355726822753683,2,0,0
8.530461922635995,2,0,0
9.902497678266574,2,0,0
2.218544034231478,3,1,0
0.882451028587705,1,0,0
5.761393700744323,3,0,0
8.666956058263162,1,0,0
9.021865904381503,3,0,0
9.809187111432614,3,0,0
2.0488357008501143,2,0,0
198.48956773258553,1,0,1
5.867708932160653,1,0,0
8.12329158207419,3,0,0
6.308904306643778,3,0,0
199.71059389311716,1,0,1
4.374951280819161,2,0,0
3.0816229738449934,1,0,0
5.720524382075488,1,0,0
5.236176344147286,1,0,0
1.6292755031828643,1,0,0
4.175985574290371,3,0,0
5.087313658740552,3,0,0
9.419331263851593,2,0,0
4.439118619881986,19,0,1
6.5160547147061445,3,0,0
6.456261344821913,1,0,0
7.561852507915118,3,1,0
9.120974754965793,2,0,0
8.848609101816301,1,0,0
4.646127194200099,3,0,0
5.372832034017187,3,0,0
3.9070502448084663,1,0,0
4.42936006881925,3,0,0
2.997780352505397,2,0,0
5.102968359314703,2,0,0
0.8890395554200579,2,0,0
7.279772689565461,2,0,0
3.137020205865789,1,0,0
4.173569199068487,3,0,0
1.042019850936916,2,0,0
9.343294382687942,3,0,0
3.7519192058614372,3,0,0
1.3406787694932352,3,0,0
4.0217788546342526,1,0,0
6.7692808049610695,2,0,0
5.140102674306139,3,0,0
1.8542872728145983,1,0,0
4.078426184079893,3,0,0
8.9555417419199,1,0,0
1.731950293130236,3,0,0
6.428270153141731,2,0,0
9.84648297212666,3,0,0
4.311927582300587,2,0,0
5.780484632993237,2,0,0
2.928614879810145,2,0,0
15.985164162156765,3,1,1
7.9704901666361305,2,1,0
8.94940859406021,2,0,0
3.4429058831540633,2,0,0
9.706607043937016,3,0,0
8.969060148423313,2,0,0
7.456760390544113,2,0,0
8.443118180468863,1,0,0
4.788949900945331,19,0,1
240.7072165985736,2,0,1
2.8956423362075348,2,0,0
6.8692433201838385,3,0,0
6.564529530920774,2,1,0
3.5154532703056596,1,0,0
3.2826039170919157,2,0,0
2.520121575525413,3,0,0
0.7136771315376347,1,0,0
7.557538733935104,1,0,0
1.5678447571405139,1,0,0
5.181422785717079,2,0,0
8.822999329681403,1,0,0
5.477935090914338,1,0,0
0.8849354916768647,1,0,0
9.20847258826311,2,0,0
8.882955499869718,3,0,0
4.951717196154343,1,0,0
2.3394261930568776,2,0,0
4.2574602943884825,3,0,0
2.4180986448943127,2,0,0
7.158885967670993,2,0,0
4.7664283920836805,2,0,0
9.333503689520208,2,0,0
3.5855322724889995,2,0,0
3.216055070826423,3,0,0
7.186026954409822,2,0,0
4.1587780509479515,17,0,1
8.375668459182165,2,0,0
8.158860869536014,2,0,0
8.750811471511216,3,0,0
7.286902254452683,3,0,0
7.498855614450816,1,0,0
4.089580218119972,1,0,0
2.2607164043631927,2,0,0
7.235514357600606,1,0,0
8.358445600823984,3,0,0
8.338781318783482,1,0,0
5.675610310122934,2,0,0
3.5919553924279155,2,0,0
9.819380092545508,2,0,0
1.1806949308440677,1,0,0
2.3527563577078228,2,0,0
7.403374424668071,3,0,0
2.4590653482993288,3,0,0
1.6225658624057344,1,0,0
9.301476443316751,2,0,0
9.932583163543011,1,0,0
8.549873012138985,3,0,0
4.829490233080605,3,0,0
5.522230405680135,1,0,0
3.5892415592540967,3,0,0
1.9980423846948994,1,0,0
0.7645962878002068,2,0,0
0.7894854509691445,2,0,0
1.1632205630592012,3,0,0
0.9285544574437419,3,0,0
5.1539943502428365,2,0,0
1.2300698876817249,1,0,0
2.958527879462978,1,0,0
6.767314565079299,1,0,0
4.584345235206407,3,0,0
7.141508951297129,2,0,0
8.95261540780611,1,1,0
3.2731413310082647,3,0,0
9.787507197229486,2,0,0
2.8553582731551685,1,0,0
9.635308701417244,1,0,0
8.188172011528614,1,0,0
1.7536705364276366,3,0,0
8.862391846176028,1,0,0
5.019188742796034,1,0,0
9.101878924000914,2,0,0
239.33894267626314,1,0,1
110.0239740696219,2,0,1
3.081317189532707,3,0,0
4.409136272229724,10,0,1
8.134884730541588,2,0,0
9.996538441541716,2,0,0
4.718612668495046,1,0,0
5.744728614671854,2,0,0
9.050177097556999,2,0,0
4.183695310137502,4,1,1
3.6058503552117513,3,0,0
4.554993389005292,2,0,0
5.719412404579163,2,0,0
2.972007995389659,2,0,0
3.114949712221006,3,0,0
3.071866202861842,2,0,0
0.9712561293200861,3,0,0
7.1017246079243215,3,0,0
6.266772216653194,3,0,0
5.679907739488718,1,0,0
3.6725756983298505,10,0,1
7.924157310956434,3,0,0
3.145420263695787,3,0,0
4.963092596446061,3,0,0
1.11107984802597,2,0,0
1.324914512885234,14,0,1
9.108306593211054,2,0,0
2.2484253344770284,1,0,0
7.845077150643939,2,0,0
7.110704357687642,1,0,0
4.696591670558218,3,0,0
9.63267899635066,1,0,0
4.243429924293781,2,0,0
4.481209489691689,1,0,0
6.932877183380858,3,0,0
5.01437833484102,2,0,0
4.716631915835409,2,0,0
2.3897097305036343,3,0,0
2.375163856974718,1,0,0
6.890163024607526,1,0,0
2.0748581315511196,2,0,0
1.3396569963529277,1,0,0
8.158427523196854,1,1,1
1.3171295379343388,1,0,0
9.518414572048775,3,0,0
3.984655908830054,1,0,0
3.204630704431777,2,0,0
1.6538914899315056,3,0,0
5.176206994232879,1,0,0
0.5150045002401628,1,0,0
1.4014471647728857,2,0,0
9.777159510273357,1,0,0
5.1986028910932305,3,0,0
6.2090933524762235,3,0,0
121.41390859727863,2,0,1
7.561297514628729,3,0,0
1.6610100440609896,2,0,0
0.5477422819704634,2,0,0
3.4453839779484356,2,0,0
4.74714893956427,2,0,0
6.0627932795387505,2,0,0
2.33499248106172,3,0,0
6.412261013863838,2,0,0
6.542672255433338,2,0,0
1.8121902848323488,1,0,0
222.68916404558465,2,0,1
8.049290465792637,1,0,0
4.470983467392603,2,0,0
6.083793959046028,2,0,0
9.418221208055709,2,0,0
14.688898025083734,2,1,1
1.5918634720658849,1,0,0
7.296841075918257,3,0,0
2.5240752346665873,1,0,0
195.97342843164867,2,0,1
7.373993010590919,1,0,0
4.311048654606534,10,0,1
4.7380859176892836,2,0,0
4.066785640543518,2,0,0
3.5812776995501028,3,0,0
0.9303880928344229,3,0,0
16.96626264060304,4,1,1
9.625401095072633,3,0,0
6.760837574934968,3,0,0
8.772975590738785,1,0,0
7.668028718854046,3,0,0
6.128210261386225,3,1,0
2.025342589177675,2,0,0
9.218699689762348,2,0,0
0.9730074052832367,1,0,0
1.947010351666799,3,1,1
8.866278345194772,2,0,0
7.377998804135844,1,0,0
7.093270637659714,3,0,0
6.32494315547867,2,0,0
5.474205444062755,2,0,0
2.1200386992408653,3,0,0
3.293377245379991,1,0,0
9.472261535595882,1,0,0
4.519058687368886,1,0,0
15.308197879460604,1,1,1
2.495278820404675,1,0,0
3.4883412843845587,2,0,0
2.6423315265147798,11,0,1
1.1362507781739537,1,0,0
3.5275512379099743,2,0,0
7.014464464748748,3,0,0
8.130324662244053,3,0,0
1.1156933437116938,2,0,0
7.738512639931402,3,0,0
7.246993559004516,2,0,0
5.6567035086570385,3,0,0
9.214478966891306,1,0,0
7.529870673513312,2,0,0
6.813959254207309,1,0,0
1.2278022604805758,1,0,0
3.691033566111568,3,0,0
3.6166620026137486,2,0,0
8.879479911176674,2,0,0
8.332883445519922,2,0,0
0.5741635976444575,1,0,0
4.0648408816434785,1,0,0
2.5966834452336043,2,0,0
13.117491680897515,1,1,1
3.0440285079650207,1,0,0
5.598539912696343,1,0,0
9.140616414177192,3,0,0
3.5466888869539086,2,0,0
2.5979079169079045,3,0,0
9.650614124685807,1,0,0
6.373411901209982,3,0,0
7.268282264763787,3,0,0
2.7009691715219635,3,0,0
182.5589231814728,1,0,1
0.5503738538620375,3,0,0
7.958294743777692,1,0,0
2.1304218429033654,2,0,0
2.451625373239508,2,0,0
7.4723963199662,2,0,0
4.424016305557281,2,0,0
7.1736945452936505,3,0,0
9.98598857340113,2,0,0
0.629523227105304,3,0,0
8.111058638164007,1,0,0
4.550181601683287,2,0,0
5.00819105125765,1,0,0
3.584150205036822,3,0,0
1.0788228563468394,1,0,0
4.700464080972536,3,0,0
4.850139366164796,3,0,0
8.58954265023119,3,0,0
4.903746121375515,1,0,0
3.1415087816521816,3,0,0
4.361395820544686,1,0,0
4.960271206606174,2,0,0
1.2624521398651285,2,0,0
9.618014693846076,1,0,0
19.860440197801605,1,1,1
5.742196669216064,2,0,0
5.488961994060469,2,0,0
7.031651475246764,3,0,0
1.3682191201518759,1,0,0
3.130269911168988,2,0,0
7.64849436388972,2,0,0
1.1492388875564736,1,0,0
0.9565597798718204,2,0,0
3.6010959109707628,2,0,0
7.883266139676292,3,0,0
2.479162146141092,2,0,0
8.298065587999723,1,0,0
1.2278336365368496,4,1,1
0.9344028402415905,1,0,0
4.510826221866441,1,0,0
6.0065083529172725,3,0,0
0.6779377745739887,1,0,0
9.62819675467881,1,0,0
3.2118483427279325,1,0,0
2.2834167172335995,2,0,0
57.99913052317411,2,0,1
9.976166028323677,3,0,0
7.008775943807599,3,0,0
8.049928736994646,1,0,0
2.114903223667554,1,0,0
3.416067768302892,3,0,0
3.183093537521861,2,0,0
1.5601422852833382,2,0,0
108.24801313648493,2,0,1
1.1034722763067637,1,0,0
2.334998635649309,2,0,0
6.289259752606286,2,0,0
8.895977091471371,1,0,0
1.3563203586647885,2,0,0
9.780811385221055,1,0,0
5.331421566064677,2,0,0
0.6082018468412516,3,0,0
1.3052149961155575,1,0,0
5.937936590743473,3,0,0
7.571200006806151,1,0,0
2.525731221732543,1,0,0
18.40161677909803,1,1,1
2.5734119347181097,2,0,0
1.3240610899218495,1,0,0
9.945219537342108,2,0,0
8.498986252455584,2,0,0
7.1217295770408455,3,0,0
8.156553199586087,3,0,0
5.0571515440686845,1,0,0
7.125600363753328,2,0,0
2.6465966360576965,1,0,0
4.8186630160698405,1,0,0
3.746932844999236,1,0,0
6.265046077631322,3,0,0
4.173795609085559,2,0,0
0.7419905714835178,3,0,0
3.964610693142635,11,0,1
14.423195774705231,2,1,1
2.25954932243033,2,0,0
4.800500585634656,3,0,0
4.065634125236217,2,0,0
0.6955216496940801,3,0,0
3.6041789156541446,1,0,0
5.461473843025652,3,0,0
2.489260344577417,2,0,0
9.194530412451565,3,0,0
5.55986403132272,3,0,0
5.891194895070097,1,0,0
3.2544023897925896,3,0,0
9.56927028531642,3,0,0
4.219240486828783,2,0,0
3.178993850507231,2,0,0
9.410884721865221,1,0,0
7.306524495100586,1,0,0
4.529478286630661,1,0,0
8.179100789754862,3,0,0
7.848276310698039,3,0,0
2.659115612721233,7,0,1
5.221497139811908,2,0,0
4.373532345832334,2,0,0
3.2995548616740633,1,0,0
7.389620046458787,2,0,0
1.9039492680440187,3,0,0
6.73886571133894,3,0,0
6.828853434542547,3,0,0
5.461310889885398,1,0,0
2.6161090816022914,3,0,0
1.9787892928467974,1,1,1
2.704058912177168,1,0,0
3.7035186588597147,2,0,0
6.463940150305211,3,0,0
3.2134468913413095,2,0,0
3.0543895666536764,1,0,0
5.2498435502459335,1,0,0
1.5137816699408027,3,0,0
2.4456228860339904,1,0,0
5.842486486901495,2,0,0
5.263183796046398,3,0,0
2.2600476691284794,2,0,0
2.212579592174573,3,0,0
8.963147337823271,1,0,0
6.063122339594315,1,0,0
8.125625350692205,2,0,0
9.78710462327791,1,0,0
6.309380253223965,2,0,0
4.864694362799688,3,0,0
192.8300628890087,1,0,1
5.743061575704138,2,0,0
7.829364588985633,3,0,0
2.407324260188447,2,0,0
2.710048064674362,2,0,0
5.893153114289919,1,0,0
6.692717002838282,2,0,0
1.7048282142289786,1,0,0
5.050756110269471,1,0,0
4.907265636738241,13,0,1
6.415550639023076,2,0,0
6.7711124131889635,3,0,0
7.914945470761261,3,0,0
2.035878644251138,2,0,0
2.809100319368863,1,0,0
2.959590610534826,1,0,0
4.390788093258689,2,0,0
8.46412269475581,2,0,0
9.02343924385202,3,0,0
7.016160254341553,2,0,0
8.874252111485383,1,0,0
0.8568791806678155,3,0,0
9.647019715444264,3,1,1
5.488005474114883,2,0,0
3.566907699646455,2,0,0
2.8193311276024913,2,0,0
4.854581871817277,2,0,0
6.370025881890487,1,1,1
16.223585960814773,4,1,1
7.6632188318196315,1,0,0
2.7942166099402446,3,0,0
4.225051356785894,3,0,0
3.269988309219342,2,0,0
5.882431476663745,4,1,1
4.201745511737096,1,0,0
4.337789825102208,3,0,0
2.212925386516392,3,0,0
4.1253052017380245,1,0,0
3.8819191005838682,2,0,0
0.9983746826639436,1,0,0
8.009879271569654,2,0,0
8.055747460611425,3,0,0
6.043791189585776,3,0,0
4.406438638512614,1,0,0
9.154702338265551,3,0,0
6.538138079077779,2,0,0
5.181114513228708,1,0,0
8.038452014083084,2,0,0
9.978951684290616,3,0,0
2.05788573360927,2,0,0
3.9000318126836557,1,0,0
8.12627387888936,3,0,0
8.11380376432845,2,0,0
5.14583986542239,2,0,0
8.16171148799983,2,0,0
9.9635550851175,2,0,0
5.611208649788915,1,0,0
3.9050445526114137,3,0,0
1.2518743486429895,1,0,0
6.261992305066664,3,0,0
2.0519842047849917,3,0,0
8.261504593227492,2,0,0
3.663027346142546,1,0,0
8.75594747352976,2,0,0
3.6816391064044742,15,0,1
4.2695700473200064,2,0,0
226.45672382052751,2,0,1
8.15366365095175,1,0,0
1.8310751697812993,2,0,0
1.2519118990224125,2,0,0
4.326373276309165,2,0,0
2.500488929277274,2,0,0
5.972768350637691,2,0,0
5.789247483632333,2,0,0
1.777341887287112,3,0,0
3.693041639095736,1,0,0
2.2438476271391328,3,0,0
0.8812829791319556,1,0,0
1.7392883944643713,3,0,0
4.824241799675486,3,1,0
8.26687063067367,1,0,0
0.8341589995501678,1,0,0
4.519217466566587,2,0,0
2.1066861951196914,1,0,0
9.587013616241086,3,0,0
0.5052647535599122,3,0,0
3.2558765170321053,2,0,0
4.180787311264117,1,0,0
3.6930306476008594,1,0,0
2.3897149153950346,1,0,0
9.855045267798403,3,0,0
3.1842275414270693,1,0,0
2.1751431107963803,2,0,0
0.6366237376848077,2,0,0
7.4857805572349205,2,1,0
9.337915673375438,1,0,0
4.406897785549257,2,0,0
4.7761719312283555,3,0,0
8.895965907152544,3,0,0
5.512935929106102,3,0,0
8.7435400573811,2,0,0
8.008944878032498,2,0,0
3.7499025547145446,2,0,0
7.498863051763267,2,0,0
8.526192111151511,3,0,0
0.5878989631410724,1,0,0
1.9026131800530086,1,0,0
2.2177755505227523,3,0,0
2.847749769283223,1,0,0
3.68258141459811,2,0,0
3.368812156062395,1,0,0
9.90397554127881,3,0,0
8.715636183031624,3,0,0
6.329239085255855,3,0,0
5.359493587690184,2,0,0
3.074060450011019,2,0,0
5.6119208869919515,2,0,0
2.3475847412590913,14,0,1
6.463153929207029,3,0,0
0.6440790388035633,1,0,0
3.9520454807319285,1,0,0
0.6065984547858938,3,0,0
111.48227609651482,1,0,1
3.686364728215296,2,0,0
5.4417169973842165,3,0,0
1.9991083317438252,2,0,0
4.202569744456262,1,0,0
4.25819222757336,3,0,0
3.5112497162800214,6,0,1
6.051338461330072,1,0,0
17.69735388089614,1,1,1
5.471810696981945,2,0,0
7.1381704943841475,3,0,0
6.334745377853123,1,0,0
5.327888379036827,1,0,0
3.8154060261344966,3,0,0
7.638521516547375,2,0,0
7.392041323147126,3,0,0
3.049145118633591,1,0,0
7.637094610908586,2,0,0
3.6223131810142015,3,0,0
3.933719466087521,1,0,0
5.969519858680465,2,0,0
7.249007242617911,2,0,0
5.24699068768759,3,0,0
0.5876115990786559,1,0,0
6.147734474622706,2,0,0
2.876870878584465,19,0,1
7.443356421560973,3,0,0
3.0782114957800424,3,0,0
5.861488142725516,2,0,0
1.8540140432793808,2,0,0
1.988024721309928,3,0,0
5.954159890853208,1,0,0
2.5966537967278884,3,0,0
2.797986294072447,1,0,0
3.0314359414874255,3,0,0
8.958130490752502,2,0,0
3.29073779376017,3,0,0
5.1928241277431955,2,0,0
2.2211325830751907,3,0,0
1.340329536512597,3,0,0
255.1399327470506,2,0,1
2.0765715053099574,2,0,0
8.45421488957273,2,0,0
8.792621728707388,1,1,1
3.671241661237755,3,0,0
4.8905172794339995,2,0,0
4.258902573010392,2,1,1
7.829724385234263,1,0,0
3.028596118897606,2,0,0
3.3837037012786566,1,1,1
3.6750457039710893,3,0,0
1.0322767658646799,2,0,0
1.2667303148428668,1,0,0
5.912194004336394,1,0,0
9.842889336151826,3,0,0
9.224776649774801,2,0,0
9.823398043495105,3,0,0
4.073913426304383,3,0,0
4.351949906430143,18,0,1
1.1417710128290273,3,1,0
3.3934659797414,3,0,0
7.174957510074695,3,0,0
6.606825038616601,1,0,0
5.568363290347108,1,0,0
6.497421754373892,1,0,0
9.939174974261245,2,0,0
6.354130390266053,2,0,0
4.340894251595238,2,0,0
1.3818050007409104,11,0,1
9.83324989194721,2,0,0
16.32815012597279,3,1,1
8.112466516126991,2,0,0
7.667479012521253,1,0,0
9.751117606188489,3,0,0
6.539523896536778,1,0,0
0.9829103100268122,2,0,0
0.8561164976907325,1,0,0
0.8172354462256453,1,0,0
2.470959661559333,2,0,0
1.6828969539193939,1,0,0
6.313818203537153,2,0,0
2.6262673408149193,3,0,0
16.11469873896334,1,1,1
6.73824108791703,1,0,0
2.2113017577559595,1,0,0
8.61856480369007,3,0,0
8.442753114084965,2,0,0
9.96039806277902,2,0,0
8.941628698921274,3,1,0
4.279037688826433,1,0,0
3.060747835490464,11,0,1
5.687233636547128,2,0,0
0.6146643853558705,2,0,0
8.693651408033858,2,0,0
1.820520949391238,3,0,0
4.897025197750784,3,0,0
0.659916538675334,2,0,0
2.7436338335873343,3,0,0
5.271866317786549,1,0,0
4.704484786361746,3,0,0
3.474145898469385,2,0,0
4.610926792187194,3,0,0
0.5300945615166666,1,0,0
1.7915058230359147,2,0,0
0.807280235229527,2,0,0
202.71773549165428,1,0,1
2.506919942700527,3,0,0
5.378230632747644,1,0,0
8.096944929709213,2,0,0
9.036812172525112,2,0,0
6.550572015820061,3,0,0
9.556540764125426,1,0,0
4.762199769694935,3,0,0
6.131981714827046,3,0,0
8.051490622211727,1,0,0
7.95057734341381,3,0,0
3.705744921783222,2,0,0
8.846516769942976,3,0,0
1.8136901473451033,1,0,0
9.703277375897835,3,0,0
5.569248460661941,2,0,0
5.083484218405621,3,0,0
5.481567123225889,2,0,0
6.787472303569097,1,1,0
2.6542033459719114,2,0,0
7.061867495175203,3,0,0
5.900103566139782,3,0,0
8.810277594262939,1,0,0
4.900937741747775,2,0,0
3.2313563941457106,3,0,0
0.81711668167884,3,0,0
9.219124131991045,3,0,0
3.8114498387987195,2,1,0
6.1388936891159025,3,0,0
7.114743370842327,2,0,0
9.808109453757272,2,0,0
8.64134615425807,1,0,0
3.5245646195670086,2,0,0
272.4339006259763,2,0,1
8.884846846413835,1,0,0
3.618423348134702,1,0,0
5.139744235616926,3,0,0
9.344486887269548,2,0,0
